kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
ispass-2009-NN.5.sm_62.ptx 495 : 350000 3524979 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 494 : 350000 2480613 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 493 : 350000 49933342 0 0 0 350000 350000 0 0 
ispass-2009-NN.5.sm_62.ptx 492 : 350000 49914198 19392 0 0 350000 350000 0 0 
ispass-2009-NN.5.sm_62.ptx 491 : 350000 3519180 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 490 : 350000 3513502 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 489 : 350000 3518135 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 488 : 350000 2480671 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 487 : 350000 50357791 10976 0 0 350000 350000 0 0 
ispass-2009-NN.5.sm_62.ptx 486 : 350000 49931273 18464 0 0 350000 350000 0 0 
ispass-2009-NN.5.sm_62.ptx 485 : 350000 3519273 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 484 : 350000 3512771 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 483 : 350000 3517417 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 482 : 350000 2481569 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 481 : 350000 49936325 0 0 0 350000 350000 0 0 
ispass-2009-NN.5.sm_62.ptx 480 : 350000 49923972 19360 0 0 350000 350000 0 0 
ispass-2009-NN.5.sm_62.ptx 479 : 350000 3519981 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 478 : 350000 3512035 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 477 : 350000 3518515 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 476 : 350000 2483415 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 475 : 350000 50158841 5600 0 0 350000 350000 0 0 
ispass-2009-NN.5.sm_62.ptx 474 : 350000 49929058 18496 0 0 350000 350000 0 0 
ispass-2009-NN.5.sm_62.ptx 473 : 350000 3520871 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 472 : 350000 3511594 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 471 : 350000 3519199 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 470 : 350000 2485785 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 469 : 350000 49935523 0 0 0 350000 350000 0 0 
ispass-2009-NN.5.sm_62.ptx 468 : 350000 49919259 19456 0 0 350000 350000 0 0 
ispass-2009-NN.5.sm_62.ptx 467 : 350000 3519619 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 466 : 350000 3511029 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 465 : 350000 3519951 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 464 : 350000 2483348 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 463 : 350000 50209672 6240 0 0 350000 350000 0 0 
ispass-2009-NN.5.sm_62.ptx 462 : 350000 49925247 18400 0 0 350000 350000 0 0 
ispass-2009-NN.5.sm_62.ptx 461 : 350000 3519671 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 460 : 350000 3514613 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 457 : 2800 17213 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 456 : 2800 28644 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 455 : 2800 17101 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 454 : 2800 28159 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 453 : 2800 402828 640 0 0 2800 2800 0 0 
ispass-2009-NN.5.sm_62.ptx 452 : 2800 28176 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 451 : 2800 28269 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 450 : 2800 20140 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 449 : 2800 28293 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 448 : 2800 17008 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 447 : 2800 19676 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 446 : 2800 8491 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 445 : 2800 8689 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 444 : 2800 8464 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 427 : 35000 212950 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 426 : 35000 287600 0 0 0 5600 1400 0 0 
ispass-2009-NN.5.sm_62.ptx 425 : 35000 356300 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 424 : 35000 354900 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 423 : 35000 250800 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 422 : 35000 389575 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 421 : 35000 391025 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 420 : 35000 390100 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 419 : 35000 248400 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 418 : 35000 609900 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 417 : 35000 249600 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 414 : 21487 153220 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 413 : 21487 154435 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 412 : 21487 153001 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 411 : 21487 152310 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 410 : 21487 154325 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 409 : 21487 152996 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 408 : 21487 153207 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 407 : 21487 155083 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 406 : 21487 130075 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 404 : 21487 435089 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 402 : 21487 155562 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 401 : 21487 130927 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 400 : 21487 537568 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 399 : 21487 412595 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 398 : 21487 217747 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 397 : 21487 157115 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 195 : 28392 289254 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 194 : 28392 655355 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 193 : 28392 206622 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 192 : 28392 10728481 0 0 0 9396 1008 0 0 
ispass-2009-NN.5.sm_62.ptx 191 : 28392 12511872 0 0 0 1008 1008 0 0 
ispass-2009-NN.5.sm_62.ptx 190 : 28392 290566 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 189 : 28392 288829 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 188 : 28392 289912 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 187 : 28392 639569 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 186 : 28392 208469 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 185 : 28392 10871922 0 0 0 9396 1008 0 0 
ispass-2009-NN.5.sm_62.ptx 184 : 28392 12824913 0 0 0 1008 1008 0 0 
ispass-2009-NN.5.sm_62.ptx 183 : 28392 288860 0 0 0 0 0 0 0 
