kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
backprop-rodinia-3.5.sm_62.ptx 97 : 983040 11354736 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 98 : 983040 8538112 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 99 : 983040 11291504 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 100 : 983040 8476992 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 101 : 983040 11233216 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 102 : 983040 11264720 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 103 : 983040 31564064 0 61440 61440 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 104 : 983040 11138736 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 105 : 983040 5058720 0 61440 61440 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 108 : 4194304 31870912 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 109 : 4194304 46874592 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 110 : 4194304 37723840 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 111 : 4194304 36454304 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 112 : 4194304 24439424 0 0 0 0 0 0 0 
