kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
hotspot-rodinia-3.5.sm_62.ptx 77 : 473344 4265920 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 78 : 473344 4223456 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 79 : 473344 4306048 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 80 : 473344 5463296 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 81 : 473344 4232128 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 82 : 473344 4216352 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 83 : 473344 4157312 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 131 : 473344 3897824 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 132 : 473344 3985824 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 133 : 473344 4007328 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 134 : 473344 27020736 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 135 : 473344 4096608 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 136 : 473344 5483008 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 137 : 473344 3768992 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 138 : 473344 4231424 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 139 : 473344 4228736 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 140 : 473344 4178624 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 141 : 473344 5548096 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 142 : 473344 5568416 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 143 : 473344 5574176 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 144 : 473344 9882880 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 145 : 473344 4314624 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 146 : 473344 5661056 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 147 : 473344 5655136 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 148 : 473344 17303424 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 149 : 473344 4448352 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 150 : 473344 5798880 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 151 : 473344 4477216 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 152 : 473344 4536032 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 153 : 473344 4436320 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 154 : 473344 5804000 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 155 : 473344 5746400 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 156 : 473344 10107904 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 157 : 473344 4460096 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 158 : 473344 5778880 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 159 : 473344 16528256 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 160 : 473344 4384096 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 161 : 473344 4360320 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 162 : 473344 4408480 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 163 : 473344 4436704 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 164 : 473344 4413056 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 165 : 473344 4346144 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 166 : 473344 4465984 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 167 : 473344 5654912 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 168 : 473344 14231584 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 171 : 946688 7724064 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 172 : 946688 11262624 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 173 : 946688 9100288 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 174 : 946688 11991872 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 175 : 946688 9199072 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 176 : 946688 7590720 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 177 : 946688 8366784 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 178 : 946688 1362988 0 0 0 0 0 0 29584 
hotspot-rodinia-3.5.sm_62.ptx 180 : 769184 6757124 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 181 : 769184 7066640 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 182 : 769184 6835428 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 183 : 769184 6741696 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 184 : 769184 6697416 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 185 : 769184 1145262 0 0 0 0 0 0 4380 
hotspot-rodinia-3.5.sm_62.ptx 187 : 617360 19863458 0 25628 25628 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 188 : 617360 5239208 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 189 : 617360 19801718 0 25628 25628 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 190 : 617360 5196696 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 191 : 617360 19895068 0 25628 25628 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 192 : 617360 19952174 0 25628 25628 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 193 : 617360 7202211 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 194 : 617360 5378872 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 195 : 617360 20255869 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 196 : 617360 25769228 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 197 : 617360 5393758 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 198 : 617360 19777756 0 25628 25628 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 199 : 617360 19835758 0 25628 25628 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 200 : 617360 7123687 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 201 : 617360 5331242 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 202 : 617360 23114113 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 203 : 617360 5519684 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 204 : 617360 4866544 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 205 : 617360 7182509 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 206 : 617360 7142462 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 207 : 617360 5346933 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 208 : 617360 22044425 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 209 : 617360 5345679 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 210 : 617360 5269485 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 211 : 617360 3055494 0 25628 25628 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 212 : 617360 4606222 0 0 0 0 0 0 0 
